code,id,market,flag
603898,1,SH,False
603897,1,SH,False
603896,1,SH,False
603895,1,SH,False
603893,1,SH,False
603890,1,SH,False
603889,1,SH,False
603888,1,SH,False
603887,1,SH,False
603886,1,SH,False
603885,1,SH,False
603883,1,SH,False
603882,1,SH,False
603881,1,SH,False
603880,1,SH,False
603879,1,SH,False
603878,1,SH,False
603877,1,SH,False
603876,1,SH,False
603871,1,SH,False
603869,1,SH,False
603868,1,SH,False
603867,1,SH,False
603866,1,SH,False
603863,1,SH,False
603861,1,SH,False
603860,1,SH,False
603859,1,SH,False
603858,1,SH,False
603856,1,SH,False
603855,1,SH,False
603848,1,SH,False
603843,1,SH,False
603839,1,SH,False
603838,1,SH,False
603836,1,SH,False
603833,1,SH,False
603829,1,SH,False
603828,1,SH,False
603826,1,SH,False
603825,1,SH,False
603823,1,SH,False
603822,1,SH,False
603819,1,SH,False
603818,1,SH,False
603817,1,SH,False
603816,1,SH,False
603815,1,SH,False
603813,1,SH,False
603811,1,SH,False
603810,1,SH,False
603809,1,SH,False
603808,1,SH,False
603806,1,SH,False
603803,1,SH,False
603801,1,SH,False
603800,1,SH,False
603799,1,SH,False
603798,1,SH,False
603797,1,SH,False
603790,1,SH,False
603789,1,SH,False
603788,1,SH,False
603787,1,SH,False
603786,1,SH,False
603779,1,SH,False
603778,1,SH,False
603777,1,SH,False
603776,1,SH,False
603773,1,SH,False
603768,1,SH,False
603767,1,SH,False
603766,1,SH,False
603759,1,SH,False
603758,1,SH,False
603757,1,SH,False
603755,1,SH,False
603739,1,SH,False
603738,1,SH,False
603737,1,SH,False
603733,1,SH,False
603730,1,SH,False
603729,1,SH,False
603728,1,SH,False
603727,1,SH,False
603726,1,SH,False
603725,1,SH,False
603722,1,SH,False
603721,1,SH,False
603719,1,SH,False
603718,1,SH,False
603717,1,SH,False
603716,1,SH,False
603713,1,SH,False
603712,1,SH,False
603711,1,SH,False
603709,1,SH,False
603708,1,SH,False
603707,1,SH,False
603706,1,SH,False
603703,1,SH,False
603701,1,SH,False
603700,1,SH,False
603699,1,SH,False
603698,1,SH,False
603697,1,SH,False
603696,1,SH,False
603693,1,SH,False
603690,1,SH,False
603689,1,SH,False
603688,1,SH,False
603687,1,SH,False
603686,1,SH,False
603685,1,SH,False
603683,1,SH,False
603682,1,SH,False
603681,1,SH,False
603680,1,SH,False
603679,1,SH,False
603678,1,SH,False
603677,1,SH,False
603676,1,SH,False
603669,1,SH,False
603668,1,SH,False
603667,1,SH,False
603666,1,SH,False
603665,1,SH,False
603663,1,SH,False
603662,1,SH,False
603661,1,SH,False
603660,1,SH,False
603659,1,SH,False
603658,1,SH,False
603657,1,SH,False
603656,1,SH,False
603655,1,SH,False
603650,1,SH,False
603648,1,SH,False
603639,1,SH,False
603638,1,SH,False
603637,1,SH,False
603636,1,SH,False
603633,1,SH,False
603630,1,SH,False
603629,1,SH,False
603628,1,SH,False
603626,1,SH,False
603619,1,SH,False
603618,1,SH,False
603617,1,SH,False
603616,1,SH,False
603615,1,SH,False
603613,1,SH,False
603612,1,SH,False
603611,1,SH,False
603610,1,SH,False
603609,1,SH,False
603608,1,SH,False
603607,1,SH,False
603606,1,SH,False
603605,1,SH,False
603603,1,SH,False
603602,1,SH,False
603601,1,SH,False
603600,1,SH,False
603599,1,SH,False
603598,1,SH,False
603596,1,SH,False
603595,1,SH,False
603590,1,SH,False
603589,1,SH,False
603588,1,SH,False
603587,1,SH,False
603586,1,SH,False
603585,1,SH,False
603583,1,SH,False
603580,1,SH,False
603579,1,SH,False
603578,1,SH,False
603577,1,SH,False
603569,1,SH,False
603568,1,SH,False
603567,1,SH,False
603566,1,SH,False
603565,1,SH,False
603559,1,SH,False
603558,1,SH,False
603557,1,SH,False
603556,1,SH,False
603555,1,SH,False
603551,1,SH,False
603538,1,SH,False
603536,1,SH,False
603535,1,SH,False
603533,1,SH,False
603530,1,SH,False
603529,1,SH,False
603528,1,SH,False
603527,1,SH,False
603520,1,SH,False
603519,1,SH,False
603518,1,SH,False
603517,1,SH,False
603516,1,SH,False
603515,1,SH,False
603511,1,SH,False
603508,1,SH,False
603507,1,SH,False
603506,1,SH,False
603505,1,SH,False
603501,1,SH,False
603500,1,SH,False
603499,1,SH,False
603496,1,SH,False
603489,1,SH,False
603488,1,SH,False
603486,1,SH,False
603477,1,SH,False
603466,1,SH,False
603458,1,SH,False
603456,1,SH,False
603444,1,SH,False
603439,1,SH,False
603429,1,SH,False
603421,1,SH,False
603416,1,SH,False
603409,1,SH,False
603408,1,SH,False
603406,1,SH,False
603400,1,SH,False
603399,1,SH,False
603398,1,SH,False
603396,1,SH,False
603395,1,SH,False
603393,1,SH,False
603392,1,SH,False
603391,1,SH,False
603390,1,SH,False
603389,1,SH,False
603388,1,SH,False
603387,1,SH,False
603386,1,SH,False
603385,1,SH,False
603383,1,SH,False
603382,1,SH,False
603381,1,SH,False
603380,1,SH,False
603379,1,SH,False
603378,1,SH,False
603377,1,SH,False
603375,1,SH,False
603373,1,SH,False
603370,1,SH,False
603369,1,SH,False
603368,1,SH,False
603367,1,SH,False
603366,1,SH,False
603365,1,SH,False
603363,1,SH,False
603360,1,SH,False
603359,1,SH,False
603358,1,SH,False
603357,1,SH,False
603356,1,SH,False
603355,1,SH,False
603353,1,SH,False
603351,1,SH,False
603350,1,SH,False
603348,1,SH,False
603345,1,SH,False
603344,1,SH,False
603341,1,SH,False
603339,1,SH,False
603338,1,SH,False
603337,1,SH,False
603336,1,SH,False
603335,1,SH,False
603333,1,SH,False
603332,1,SH,False
603331,1,SH,False
603330,1,SH,False
603329,1,SH,False
603328,1,SH,False
603327,1,SH,False
603326,1,SH,False
603325,1,SH,False
603324,1,SH,False
603323,1,SH,False
603322,1,SH,False
603321,1,SH,False
603320,1,SH,False
603319,1,SH,False
603318,1,SH,False
603317,1,SH,False
603316,1,SH,False
603315,1,SH,False
603313,1,SH,False
603312,1,SH,False
603311,1,SH,False
603310,1,SH,False
603309,1,SH,False
603308,1,SH,False
603307,1,SH,False
603306,1,SH,False
603305,1,SH,False
603303,1,SH,False
603301,1,SH,False
603300,1,SH,False
603299,1,SH,False
603298,1,SH,False
603297,1,SH,False
603296,1,SH,False
603291,1,SH,False
603290,1,SH,False
603289,1,SH,False
603288,1,SH,False
603286,1,SH,False
603285,1,SH,False
603283,1,SH,False
603282,1,SH,False
603281,1,SH,False
603280,1,SH,False
603279,1,SH,False
603278,1,SH,False
603277,1,SH,False
603276,1,SH,False
603275,1,SH,False
603273,1,SH,False
603272,1,SH,False
603271,1,SH,False
603270,1,SH,False
603269,1,SH,False
603268,1,SH,False
603267,1,SH,False
603266,1,SH,False
603262,1,SH,False
603261,1,SH,False
603260,1,SH,False
603259,1,SH,False
603258,1,SH,False
603257,1,SH,False
603256,1,SH,False
603255,1,SH,False
603239,1,SH,False
603238,1,SH,False
603237,1,SH,False
603236,1,SH,False
603235,1,SH,False
603233,1,SH,False
603232,1,SH,False
603231,1,SH,False
603230,1,SH,False
603229,1,SH,False
603228,1,SH,False
603227,1,SH,False
603226,1,SH,False
603225,1,SH,False
603223,1,SH,False
603222,1,SH,False
603221,1,SH,False
603220,1,SH,False
603219,1,SH,False
603218,1,SH,False
603217,1,SH,False
603216,1,SH,False
603215,1,SH,False
603214,1,SH,False
603213,1,SH,False
603212,1,SH,False
603211,1,SH,False
603210,1,SH,False
603209,1,SH,False
603208,1,SH,False
603207,1,SH,False
603206,1,SH,False
603205,1,SH,False
603203,1,SH,False
603202,1,SH,False
603201,1,SH,False
603200,1,SH,False
603199,1,SH,False
603198,1,SH,False
603197,1,SH,False
603196,1,SH,False
603195,1,SH,False
603194,1,SH,False
603193,1,SH,False
603192,1,SH,False
603191,1,SH,False
603190,1,SH,False
603189,1,SH,False
603188,1,SH,False
603187,1,SH,False
603186,1,SH,False
603185,1,SH,False
603183,1,SH,False
603182,1,SH,False
603181,1,SH,False
603180,1,SH,False
603179,1,SH,False
603178,1,SH,False
603177,1,SH,False
603176,1,SH,False
603173,1,SH,False
603172,1,SH,False
603171,1,SH,False
603170,1,SH,False
603169,1,SH,False
603168,1,SH,False
603167,1,SH,False
603166,1,SH,False
603165,1,SH,False
603163,1,SH,False
603162,1,SH,False
603161,1,SH,False
603160,1,SH,False
603159,1,SH,False
603158,1,SH,False
603157,1,SH,False
603156,1,SH,False
603155,1,SH,False
603153,1,SH,False
603151,1,SH,False
603150,1,SH,False
603139,1,SH,False
603138,1,SH,False
603137,1,SH,False
603136,1,SH,False
603135,1,SH,False
603133,1,SH,False
603132,1,SH,False
603131,1,SH,False
603130,1,SH,False
603129,1,SH,False
603128,1,SH,False
603127,1,SH,False
603126,1,SH,False
603125,1,SH,False
603124,1,SH,False
603123,1,SH,False
603122,1,SH,False
603121,1,SH,False
603120,1,SH,False
603119,1,SH,False
603118,1,SH,False
603117,1,SH,False
603116,1,SH,False
603115,1,SH,False
603113,1,SH,False
603112,1,SH,False
603111,1,SH,False
603110,1,SH,False
603109,1,SH,False
603108,1,SH,False
603107,1,SH,False
603106,1,SH,False
603105,1,SH,False
603103,1,SH,False
603102,1,SH,False
603101,1,SH,False
603100,1,SH,False
603099,1,SH,False
603098,1,SH,False
603097,1,SH,False
603096,1,SH,False
603095,1,SH,False
603093,1,SH,False
603091,1,SH,False
603090,1,SH,False
603089,1,SH,False
603088,1,SH,False
603087,1,SH,False
603086,1,SH,False
603085,1,SH,False
603083,1,SH,False
603082,1,SH,False
603081,1,SH,False
603080,1,SH,False
603079,1,SH,False
603078,1,SH,False
603077,1,SH,False
603076,1,SH,False
603075,1,SH,False
603073,1,SH,False
603072,1,SH,False
603071,1,SH,False
603070,1,SH,False
603069,1,SH,False
603068,1,SH,False
603067,1,SH,False
603066,1,SH,False
603065,1,SH,False
603063,1,SH,False
603062,1,SH,False
603061,1,SH,False
603060,1,SH,False
603059,1,SH,False
603058,1,SH,False
603057,1,SH,False
603056,1,SH,False
603055,1,SH,False
603053,1,SH,False
603052,1,SH,False
603051,1,SH,False
603050,1,SH,False
603049,1,SH,False
603048,1,SH,False
603045,1,SH,False
603043,1,SH,False
603042,1,SH,False
603041,1,SH,False
603040,1,SH,False
603039,1,SH,False
603038,1,SH,False
603037,1,SH,False
603036,1,SH,False
603035,1,SH,False
603033,1,SH,False
603032,1,SH,False
603031,1,SH,False
603030,1,SH,False
603029,1,SH,False
603028,1,SH,False
603027,1,SH,False
603026,1,SH,False
603025,1,SH,False
603023,1,SH,False
603022,1,SH,False
603021,1,SH,False
603020,1,SH,False
603019,1,SH,False
603018,1,SH,False
603017,1,SH,False
603016,1,SH,False
603015,1,SH,False
603014,1,SH,False
603013,1,SH,False
603012,1,SH,False
603011,1,SH,False
603010,1,SH,False
603009,1,SH,False
603008,1,SH,False
603007,1,SH,False
603006,1,SH,False
603005,1,SH,False
603004,1,SH,False
603003,1,SH,False
603002,1,SH,False
603001,1,SH,False
603000,1,SH,False
601999,1,SH,False
601998,1,SH,False
601997,1,SH,False
601996,1,SH,False
601995,1,SH,False
601992,1,SH,False
601991,1,SH,False
601990,1,SH,False
601989,1,SH,False
601988,1,SH,False
601985,1,SH,False
601975,1,SH,False
601969,1,SH,False
601968,1,SH,False
601966,1,SH,False
601965,1,SH,False
601963,1,SH,False
601958,1,SH,False
601956,1,SH,False
601952,1,SH,False
601949,1,SH,False
601939,1,SH,False
601933,1,SH,False
601929,1,SH,False
601928,1,SH,False
601921,1,SH,False
601919,1,SH,False
601918,1,SH,False
601916,1,SH,False
601908,1,SH,False
601901,1,SH,False
601900,1,SH,False
601899,1,SH,False
601898,1,SH,False
601890,1,SH,False
601888,1,SH,False
601886,1,SH,False
601882,1,SH,False
601881,1,SH,False
601880,1,SH,False
601878,1,SH,False
601877,1,SH,False
601872,1,SH,False
601869,1,SH,False
601868,1,SH,False
601866,1,SH,False
601865,1,SH,False
601860,1,SH,False
601858,1,SH,False
601857,1,SH,False
601838,1,SH,False
601828,1,SH,False
601827,1,SH,False
601825,1,SH,False
601818,1,SH,False
601816,1,SH,False
601811,1,SH,False
601808,1,SH,False
601801,1,SH,False
601800,1,SH,False
601799,1,SH,False
601798,1,SH,False
601789,1,SH,False
601788,1,SH,False
601778,1,SH,False
601777,1,SH,False
601766,1,SH,False
601728,1,SH,False
601727,1,SH,False
601718,1,SH,False
601717,1,SH,False
601702,1,SH,False
601700,1,SH,False
601699,1,SH,False
601698,1,SH,False
601696,1,SH,False
601689,1,SH,False
601688,1,SH,False
601686,1,SH,False
601678,1,SH,False
601677,1,SH,False
601669,1,SH,False
